
"(PDH-CSV 4.0)","\\NIKKI\Processor(_Total)\% Processor Time"
"05/04/2015 11:39:57.981","20.444041"
"05/04/2015 11:39:58.981","14.984313"
"05/04/2015 11:39:59.981","11.084516"
"05/04/2015 11:40:00.981","16.544244"
"05/04/2015 11:40:01.981","8.744630"
"05/04/2015 11:40:02.981","10.304561"
"05/04/2015 11:40:03.981","10.304551"
"05/04/2015 11:40:04.981","18.104164"
"05/04/2015 11:40:06.004","22.156591"
"05/04/2015 11:40:07.004","20.444041"
"05/04/2015 11:40:08.016","12.138851"
"05/04/2015 11:40:09.035","10.446154"
"05/04/2015 11:40:10.050","23.156608"
"05/04/2015 11:40:11.050","6.404754"
"05/04/2015 11:40:12.051","9.614984"
"05/04/2015 11:40:13.051","8.744640"
"05/04/2015 11:40:14.051","11.084516"
"05/04/2015 11:40:15.051","8.744630"
"05/04/2015 11:40:16.051","9.524595"
"05/04/2015 11:40:17.051","25.903768"
"05/04/2015 11:40:18.051","12.644437"
"05/04/2015 11:40:19.051","6.404754"
"05/04/2015 11:40:20.051","14.984313"
"05/04/2015 11:40:21.051","7.184719"
"05/04/2015 11:40:22.051","9.524595"
"05/04/2015 11:40:23.051","14.984313"
"05/04/2015 11:40:24.052","11.084516"
"05/04/2015 11:40:25.052","18.104164"
"05/04/2015 11:40:26.052","10.304551"
"05/04/2015 11:40:27.052","8.744640"
"05/04/2015 11:40:28.054","26.830063"
"05/04/2015 11:40:29.054","13.424392"
"05/04/2015 11:40:30.054","10.304561"
"05/04/2015 11:40:31.054","9.524595"
"05/04/2015 11:40:32.054","9.524595"
"05/04/2015 11:40:33.054","9.524595"
"05/04/2015 11:40:34.054","8.744630"
"05/04/2015 11:40:35.054","7.184719"
"05/04/2015 11:40:36.054","14.204358"
"05/04/2015 11:40:37.054","13.424392"
"05/04/2015 11:40:38.072","20.318387"
"05/04/2015 11:40:39.082","32.815300"
"05/04/2015 11:40:40.082","11.864471"
"05/04/2015 11:40:41.083","5.624798"
"05/04/2015 11:40:42.083","12.644437"
"05/04/2015 11:40:43.083","5.624788"
"05/04/2015 11:40:44.083","8.744640"
"05/04/2015 11:40:45.083","6.404754"
"05/04/2015 11:40:46.083","15.764278"
"05/04/2015 11:40:47.083","14.204358"
"05/04/2015 11:40:48.083","16.544234"
"05/04/2015 11:40:49.083","18.104164"
"05/04/2015 11:40:50.083","8.744630"
"05/04/2015 11:40:51.083","7.184719"
"05/04/2015 11:40:52.083","11.864471"
"05/04/2015 11:40:53.083","11.864481"
"05/04/2015 11:40:54.083","9.524595"
"05/04/2015 11:40:55.083","18.884120"
"05/04/2015 11:40:56.083","14.984313"
"05/04/2015 11:40:57.083","8.744640"
"05/04/2015 11:40:58.083","11.864471"
"05/04/2015 11:40:59.084","7.964674"
"05/04/2015 11:41:00.084","25.123803"
"05/04/2015 11:41:01.084","9.524595"
"05/04/2015 11:41:02.084","12.644437"
"05/04/2015 11:41:03.084","7.964674"
"05/04/2015 11:41:04.085","11.173346"
"05/04/2015 11:41:05.085","14.204358"
"05/04/2015 11:41:06.094","16.515636"
"05/04/2015 11:41:07.094","9.524595"
"05/04/2015 11:41:08.094","22.003961"
"05/04/2015 11:41:09.094","6.404754"
"05/04/2015 11:41:10.094","14.984323"
"05/04/2015 11:41:11.094","34.483328"
"05/04/2015 11:41:12.094","25.903758"
"05/04/2015 11:41:13.094","9.524595"
"05/04/2015 11:41:14.094","9.524595"
"05/04/2015 11:41:15.094","8.744640"
"05/04/2015 11:41:16.095","30.583521"
"05/04/2015 11:41:17.095","8.744640"
"05/04/2015 11:41:18.095","48.522615"
"05/04/2015 11:41:19.095","56.322218"
"05/04/2015 11:41:20.095","56.322218"
"05/04/2015 11:41:21.095","53.202377"
"05/04/2015 11:41:22.095","56.322218"
"05/04/2015 11:41:23.095","57.882139"
"05/04/2015 11:41:24.095","57.882139"
"05/04/2015 11:41:25.095","54.762298"
"05/04/2015 11:41:26.096","59.482575"
"05/04/2015 11:41:27.096","70.361505"
"05/04/2015 11:41:28.096","57.102174"
"05/04/2015 11:41:29.096","47.742659"
"05/04/2015 11:41:30.096","32.143441"
